Claim type,"Nutrient substance, food or food category", Claim, Conditions of use of the claim / Restrictions of use / Reasons for non-authorisation, Health relationship, EFSA opinion reference, Commission Regulation, Status, Entry Id
,,,,,2012;10(6):2719,,,
Art.13(1),Huile de noisettes : Hazel nut (Corylus avellana) oil,Provides an essential fatty acid entering the composition of the scalp. Provides an essential fatty acid entering the composition of the skin.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Skin health”,2011;9(6):2228,,Non-authorised,4241
Art.13(1),L-tyrosine,Provides energy,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",increased attention,2011;9(6):2270,,Non-authorised,1930
Art.13(1),Carbohydrate,"Provides energy.
Re-energises during and post exercise bouts","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(6):2244,,Non-authorised,458
Art.13(1),Bifidobacterium infantis UCC35624,"Provides friendly bacteria that play an important role in basic digestion, proper metabolism and overall well-being.

Will boost the level of natural good bacteria in your body, which can aid digestion and general well-being","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2009;7(9):1247,,Non-authorised,1093
Art.13(1),Prune Juice,"Prune juice help the maintenance of healthy body function.
Prune juice help with the maintenance of health in general
Prune juice helps maintain bowel regularity which can help to ensure a healthy digestion and bowel.
Prune juice is beneficial to the health of the stomach and digestive system.
Prune juice is good for healthy bowel function.
Prune juice is good for (regular) digestion
Prune juice has a natural laxative effect that can contribute to a healthy digestion and bowel.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal bowel function,2010;8(10):1768,,Non-authorised,1166
Art.13(1),Prunes (Dried plums),Prunes are a natural source of (good for you) antioxidants Prunes are a (good) source of antioxidants Prunes are high in antioxidants,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not a beneficial physiological effect as required by the Regulation.","Antioxidant, antioxidant content, and antioxidant properties",2010;8(2):1489,,Non-authorised,1285
Art.13(1),Purple Grape Juice,"Purple grape juice contributes to healthy arteries/
contributes to a healthy blood flow/
contributes to healthy vascular functions.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Blood flow/vascular function”,2011;9(6):2228,,Non-authorised,1265
Art.13(1),Purple Grape Juice,Purple grape juice is a major dietary source of antioxidants/ Antioxidants from dietary sources contribute to the protection against free radicals which cause cell damage/contributes to the protection of cells and tissues from oxidative damage/ help strengthen our body's natural defences against oxidative stress,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.","Protection of DNA, proteins and lipids from oxidative damage",2010;8(2):1489,,Non-authorised,1264
Art.13(1),"Q10
(Coenzyme Q, Ubiquinione)",Q10 is a component in the formation of energy Q10 contribute to the formation of energy in cells,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",contribution to normal energy-yielding metabolism,2010;8(10):1793,,Non-authorised,1512
Art.13(1),Melon extract (containing SOD) /Wheat Gliadin,"Quenches excess free radicals such as from pollutants
- The anti-ageing catalyst
- Fights premature ageing
- Fights the signs of premature ageing
- The anti-premature ageing catalyst","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",protection of the skin from photo-oxidative (UV-induced) damage,2010;8(10):1753,,Non-authorised,3161
Art.13(1),Quercetin,"Quercetin containing foods contribute to keep your body healthy
Antioxidant containing foods support of healthy ageing
Antioxidants contribute to the total antioxidant capacity of the body and may help strengthen our body´s defences","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.","Protection of DNA, proteins and lipids from oxidative damage",2011;9(4):2067,,Non-authorised,1647
Art.13(1),Resistant starch- type 2 (RS) from high amylose maize,"RS promotes a healthy digestive system.
RS delivers prebiotic activities.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“digestive health benefits”,2011;9(4):2024,,Non-authorised,682
Art.13(1),Rapeseed oil,Rapeseed oil helps to control cholesterol,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood LDL-cholesterol concentrations,2011;9(4):2068,,Non-authorised,580
Art.13(1),Glycomacropeptide,Recognized for hunger feeling reduction,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",contribution to the maintenance or achievement of a normal body weight,2011;9(6):2246,,Non-authorised,4252
Art.13(1),Glycomacropeptide,Recognized for hunger feeling reduction,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",increase in satiety leading to a reduction in energy intake,2011;9(6):2246,,Non-authorised,4252
Art.13(1),Coquille d'huître,"Recommandé lors de problèmes liés au cycle menstruel.
Soulage les douleurs liées au cycle menstruel.
A utiliser en cas de règles douloureuses.
Clarification provided
Oyster shells are rich source of calcium that alleviates the premenstrual syndrome/oyster shells are a rich source of calcium that reduces premenstrual pain and premenstrual water retention.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",reduction in the severity of symptoms related to the premenstrual syndrome,2010;8(10):1725,,Non-authorised,"348, 1892"
Art.13(1),Ananas : Pineapple powder (Ananas sativus) obtained from fruit juice and stems                   AND                          Dry aqueous extract of pineapple standardized at 2% of bromelain,"Recommended during slimming diet, at the same time of dietary measures.
Pineapple is a tropical plant whose stems contain bromelain, a proteolytic enzymatic complex.
Bromelain is a proteolytic enzyme with anti-edematous activity which can help to drain tissues with cellulitis.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",contribution to the maintenance or achievement of a normal body weight,2011;9(6):2246,,Non-authorised,3726
Art.13(1),"Plante : Pomme 
Malus communis (=syn. Pirus malus) (Apple) ","Reconnu pour faciliter la digestion/Reconnu pour contribuer à un confort digestif/reconnu pour favoriser le transit par un effet de lest
Clarification provided
Traditionally used to facilitate the digestion / traditionally used to contribute to the digestive comfort / traditionally used to facilitate a good digestion / traditionally used to enhance le digestion by an effect of load","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",changes in bowel function,2011;9(6):2246,,Non-authorised,3516
Art.13(1),Royal jelly,Reconstituent and tonic,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",&quot;tonic&quot;,2010;8(10):1738,,Non-authorised,1703
Art.13(1),Lacprodan PL-20; Milk protein concentrate with a high content of phospholipids. (Effective component: Phosphatidyl serine),Reduce mental and emotional stress and enhance memory,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2010;8(10):1749,,Non-authorised,1927
Art.13(1),Probiotic supplement: Lactobact omni FOS,Reduces stress-induced immune responses,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2010;8(2):1470,,Non-authorised,2998
Art.13(1),POLICOSANOL,Reducing cholesterol levels,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood HDL-cholesterol concentrations,2011;9(6):2255,,Non-authorised,4693
Art.13(1),POLICOSANOL,Reducing cholesterol levels,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood LDL-cholesterol concentrations,2011;9(6):2255,,Non-authorised,4693
Art.13(1),Decrease of trans fatty acids;,Reduction of the intake of the trans fatty acids under 1 % of the daily energy intake helps to maintain the normal total cholesterol and LDL cholesterol levels in blood.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(4):2083,,Non-authorised,"672, 4333"
Art.13(1),Vitamin E,Regeneration of vitamin C,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",regeneration of the reduced form of vitamin C,2010;8(10):1816,,Non-authorised,203
Art.13(1),Fruits and vegetables,Regular consumption of fruit and vegetables support the heart and cardiovascular health.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(6):2245,,Non-authorised,1301
Art.13(1),Magnesium,Regulates blood pressure.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, the evidence provided is insufficient to substantiate this claimed effect for this food.",Maintenance of normal blood pressure,2010;8(10):1807,,Non-authorised,344
Art.13(1),Lactium-peptide compound,"Regulates stress hormone secretion.
Stabilises vital functions during stress.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",alleviation of psychological stress,2011;9(6):2273,,Non-authorised,1819
Art.13(1),Magnesium,Regulates sugar balance.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",Maintenance of normal blood glucose concentrations,2010;8(10):1807,,Non-authorised,342
Art.13(1),Wheat germ oil,Relieves painful menstruation,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",relief of menstrual pain,2010;8(10):1762,,Non-authorised,1395
Art.13(1),Honey,Reminalizing of the organism,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(6):2243,,Non-authorised,4679
Art.13(1),Foie de chimère,"Renforce les défenses naturelles
Soutient le système de défense","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“immune function/immune system”,2010;8(10):1799,,Non-authorised,1895
Art.13(1),Colostrum bovin,"Renforce les défenses naturelles
Soutient le système de défense
Stimule les défenses naturelles","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“immune function/immune system”,2010;8(10):1799,,Non-authorised,1891
Art.13(1),Chondroitin Sulphate,Renowned for helping maintain joint mobility and flexibility. Chondroitin (and glucosamine) may help to support healthy knees. Chondroitin (and glucosamine) may help to support healthy joints.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of joints,2009;7(9):1262,,Non-authorised,1505
Art.13(1),Monounsatu-rated fatty acids (mainly oleic acid),"Replacement saturated fatty acids by monounsaturated fatty acids in the diet is beneficial for the blood total cholesterol, LDL cholesterol and triglyceride levels.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal (fasting) blood concentrations of triglycerides,2011;9(4):2043,,Non-authorised,4334
Art.13(1),Monounsaturated fatty acids (mainly oleic acid),"Replacement saturated fatty acids by monounsaturated fatty acids in the diet is beneficial for the blood total cholesterol, LDL cholesterol and triglyceride levels.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal (fasting) blood concentrations of triglycerides,2011;9(4):2043,,Non-authorised,673
Art.13(1),Resistant starch,"Resistant starch helps favour a normal colon metabolism;
Resistant starch is a butyrogenic fibre, butyrate participates to a normal colonic functions and metabolism","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Favours normal colon metabolism”,2011;9(4):2024,,Non-authorised,783
Art.13(1),Wheat germ oil,Retards the ageing processes,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",protection of cells from premature aging,2010;8(10):1762,,Non-authorised,1393
Art.13(1),Beta-Carotene,"Revitalizing for hair.
Revitalizing for teguments","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal hair,2010;8(10):1754,,Non-authorised,4660
Art.13(1),Royal jelly,Royal jelly could promote the protection of the cells against certain harmful effects provoked by free radicals.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.","Protection of DNA, proteins and lipids from oxidative damage",2010;8(2):1489,,Non-authorised,1229
Art.13(1),Rye flour,"Rukkijahu iseloomustab madal glükeemiline indeks.
Clarification provided
Rye flower is characterised by low glycaemic index.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(6):2243,,Non-authorised,1266
Art.13(1),Pollen pistil extract + SOD,"SOD enzyme-rich pollen pistil extract. Due to the SOD it contains, it also functions as an antioxidant. Gives energy. Invigorating","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.","protection of DNA, proteins and lipids from oxidative damage",2010;8(10):1753,,Non-authorised,1839
Art.13(1),Sea buckthorn oil and flavonoids extracted from sea buckthorn berries,Sea buckthorn berry extract contains antioxidants and flavonoids. Flavonoids may intercept free radicals.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not a beneficial physiological effect as required by the Regulation.","Antioxidant, antioxidant content, and antioxidant properties",2010;8(2):1489,,Non-authorised,1850
Art.13(1),Sea buckthorn seed oil and pulp oil,"Sea buckthorn seed and pulp oil nourish the mucous membranes and help to maintain their normal structure and functioning.
Sea buckthorn seed and pulp oil moisturise dry mucous membranes.
Sea buckthorn seed and pulp oil strengthen and protect the mucous membranes of the stomach.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Mucous membranes”,2011;9(6):2228,,Non-authorised,589
Art.13(1),Selen,"Selen ist wichtig für die Gelenkfunktion
Clarification provided
selenium is important for joint function","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal joints,2010;8(10):1727,,Non-authorised,409
Art.13(1),Selenium,Selenium is necessary for normal cardiovascular function.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, the evidence provided is insufficient to substantiate this claimed effect for this food.",function of the heart and blood vessels,2009;7(9):1220,,Non-authorised,280
Art.13(1),Selenium,Selenium supports better brain functioning,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",cognitive function,2009;7(9):1220,,Non-authorised,285
Art.13(1),Sialic acid,Sialic acid may improve learning and memory,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",learning and memory,2009;7(9):1269,,Non-authorised,1594
Art.13(1),Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),Silicon helps protect the brain; Silicon reduces aluminium accumulation in the brain,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",protection against aluminium accumulation in the brain,2011;9(6):2259,,Non-authorised,290
Art.13(1),Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),Silicon helps stimulate macrophages and increases circulating lymphocytes,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",stimulating macrophages and increasing circulating lymphocytes,2009;7(9):1248,,Non-authorised,358
Art.13(1),Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),"Silicon is beneficial for cardiovascular health;
Silicon supports the health of the cardiovascular system; Silicon helps to maintain the health of blood vessels","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“cardiovascular health”,2011;9(6):2259,,Non-authorised,289
Art.13(1),Silicon and Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),"Silicon is required for healthy skin, hair and nails.
Silicon is beneficial for collagen formation in the skin; Silicon reduces the appearance of wrinkles as it stimulates the formation of collagen and helps improve skin elasticity;","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect has not been linked to a function of the body, as required by Article 13 of the Regulation.",Maintenance of normal appearance and elasticity of the skin,2011;9(6):2259,,Non-authorised,288
Art.13(1),Silicon and Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),"Silicon is required for healthy skin, hair and nails.
Silicon is beneficial for collagen formation in the skin; Silicon reduces the appearance of wrinkles as it stimulates the formation of collagen and helps improve skin elasticity;","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",contribution to normal formation of collagen and connective tissue,2011;9(6):2259,,Non-authorised,288
Art.13(1),Silicon,Silicon is required for normal bone and connective tissue formation.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal bone,2011;9(6):2259,,Non-authorised,287
Art.13(1),Silicon,Silicon is required for normal bone and connective tissue formation.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",contribution to normal formation of collagen and connective tissue,2011;9(6):2259,,Non-authorised,287
Art.13(1),Glutamine,"Skeletal muscle represents the greatest store of glutamine in the body
-muscle tissue is an important source of glutamine
-high intensity exercise decreases plasma glutamine levels
-anaerobic training can deplete the glutamine pool
-prolonged exercise such as marathon running decreases glutamine levels
-supplementation can maintain glutamine levels during intense exercise
-can abolish the exercise related decline in glutamine stores
-enhances glutamine levels
-restores blood glutamine levels post exercise
-helps maintain optimal health after training
-helps keep athletes healthy after intense exercise
-optimizing blood glutamine levels helps enhance muscle adaptation to intense exercise
-reduced glutamine levels decreases the adaptive response to intense exercise
-helps enhance glycogen storage
-helps increase carbohydrate storage","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",faster restoration of muscle glycogen stores after strenuous exercise,2011;9(6):2225,,Non-authorised,1569
Art.13(1),Glutamine,"Skeletal muscle represents the greatest store of glutamine in the body/muscle tissue is an important source of glutamine/high intensity exercise decreases plasma glutamine levels
anaerobic training can deplete the glutamine pool/prolonged exercise such as marathon running decreases glutamine levels/supplementation can maintain glutamine levels during intense exercise/can abolish the exercise related decline
restores blood glutamine levels post exercise/helps maintain optimal health after training/helps keep athletes healthy after intense exercise/optimizing blood glutamine levels helps enhance muscle adaptation to intense exercise
/reduced glutamine levels decreases the adaptive response to intense exercise/helps enhance glycogen storage/helps increase carbohydrate storage","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",faster restoration of muscle glycogen stores after strenuous exercise,2011;9(6):2225,,Non-authorised,699
Art.13(1),Casein,"Slower absorbing protein source to deliver essential amino acids to muscles for exercise recovery
Post-exercise consumption supports muscle anabolism","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",growth or maintenance of muscle mass,2011;9(6):2213,,Non-authorised,1498
Art.13(1),Sodium bicarbonate,Sodium bicarbonate can reduce acid levels in the stomach,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not a beneficial physiological effect as required by the Regulation.",Reducing gastric acid levels,2010;8(2):1472,,Non-authorised,1653
Art.13(1),Sodium,Sodium is needed for the functioning of muscles.,"Non-compliance with the Regulation because this claim is contrary to the general principles for health claims. The use of this claim is considered misleading as it contradicts generally accepted scientific advice, European, national and international authorities informing the consumer to reduce intake of this substance and would therefore convey a conflicting and confusing message to consumers.",Maintenance of normal muscle function,2011;9(6):2260,,Non-authorised,359
Art.13(1),Emblica officinalis (Indian Gooseberry),Softens the mucous membrane of throat,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",relief in case of irritation in the upper respiratory tract,2011;9(6):2248,,Non-authorised,2435
Art.13(1),Soluble dietary fibre,Soluble dietary fibres as a part of the healthy diet could contribute to the maintenance of the health of heart and circulatory system.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2010;8(10):1735,,Non-authorised,810
Art.13(1),Bran,"Soodustab seedimist.
Clarification provided
Consumption of bran improves digestive function","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Digestive function”,2011;9(6):2228,,Non-authorised,1267
Art.13(1),Armoracia rusticana,"Soothes the digestive tract/
/helps support the digestive system
/a source of mucilage which support the mucous membranes","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Gut health”,2011;9(6):2228,,Non-authorised,2223
Art.13(1),PROPOLIS,Soothes the stomach and gut,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2010;8(10):1810,,Non-authorised,1247
Art.13(1),Ascorbic acid,"Soothing for mouth and throat / Reliefs in case of tickle in the throat and pharynx / Soothing and pleasant effect on throat, pharynx and vocal cords","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",relief in case of irritation in the upper respiratory tract,2009;7(9):1226,,Non-authorised,1714
Art.13(1),"Ascorbic acid, sodium salt","Soothing for mouth and throat / Reliefs in case of tickle in the throat and pharynx / Soothing and pleasant effect on throat, pharynx and vocal cords","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",relief in case of irritation in the upper respiratory tract,2009;7(9):1226,,Non-authorised,1715
Art.13(1),"<em>Ribes nigrum </em>L.
(Common name: Blackcurrant)","Soothing for mouth and throat / Reliefs in case of tickle in the throat and pharynx / Soothing and pleasant effect on throat, pharynx and vocal cords.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",relief in case of irritation in the upper respiratory tract,2011;9(6):2248,,Non-authorised,2332
Art.13(1),Glycerol,"Soothing for mouth and throat.
Reliefs in case of tickle in the throat and pharynx.
Soothing and pleasant effect on throat, pharynx and vocal cords.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",relief in case of irritation in the upper respiratory tract,2011;9(6):2248,,Non-authorised,1730
Art.13(1),"Honey, including the antioxidants in honey",Soothing for the throat,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2010;8(2):1484,,Non-authorised,1161
Art.13(1),Ananas tige,"Soulage les douleurs inflammatoires
Clarification provided
Shows anti-inflammatory properties/Helps reduce inflammatory reaction in joints and muscles/Helps maintain the flexibility and mobility of the joints","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal joints,2011;9(6):2247,,Non-authorised,2514
Art.13(1),Gelée Royale,"Soulage les douleurs inflammatoires Action anti-inflammatoire
Clarification provided
Shows anti-inflammatory properties/Helps to manage anti-inflammatory responses in the body/helps to reduce inflammation in joints and muscles.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not a beneficial physiological effect as required by the Regulation.",reduction of inflammation,2010;8(10):1799,,Non-authorised,1327
Art.13(1),Cartilage de requin,Souplesse et mobilité des articulations - Bien-être des articulations,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal joints,2011;9(6):2247,,Non-authorised,1981
Art.13(1),Gelée Royale,"Soutient la circulation
Aide à maîtriser le cholestérol
Bon pour le cholestérol
Clarification provided
Soutient la circulation Aide à maîtriser le cholestérol Bon pour le cholestérol","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(4):2083,,Non-authorised,1329
Art.13(1),Saumon,Soutient la circulation Aide à maîtriser le cholestérol Harmonise les fonctions cardio-vasculaires,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood LDL-cholesterol concentrations,2010;8(10):1796,,Non-authorised,1325
Art.13(1),Germe de blé,"Soutient la circulation.
Stimule la circulation.
Aide à maîtriser le cholestérol.
Harmonise les fonctions cardio-vasculaires.
Stimule la diminution des triglycérides.
Clarification provided
Helps to control blood levels of cholesterol and triglycerides 
Contributes to a healthy cholesterol, triglycerides levels and healthy blood vessels.
Contributes to a normal blood pressure.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal (fasting) blood concentrations of triglycerides,2010;8(10):1762,,Non-authorised,2618
Art.13(1),Germe de blé,"Soutient la circulation.
Stimule la circulation.
Aide à maîtriser le cholestérol.
Harmonise les fonctions cardio-vasculaires.
Stimule la diminution des triglycérides.
Clarification provided
Helps to control blood levels of cholesterol and triglycerides 
Contributes to a healthy cholesterol, triglycerides levels and healthy blood vessels.
Contributes to a normal blood pressure.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood cholesterol concentrations,2010;8(10):1762,,Non-authorised,2618
Art.13(1),"Oligomères
Procyanidoliques
(OPC) de raisin","Soutient les performances visuelles Renforce les fonctions visuelles
Clarification provided
Grapeseeds extract improve visual adaptation to low luminance /participate to the visual performance/protect cornea/supports visual function.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",improvement of visual  adaptation to the dark,2011;9(6):2250,,Non-authorised,680
Art.13(1),"Soy
Glycine max","Soy helps maintain well-being during menopause 
Soy can positively affect the well-being during menopause","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, the evidence provided is insufficient to substantiate this claimed effect for this food.",Reduction of vasomotor symptoms associated with menopause,2011;9(7):2264,,Non-authorised,2140
,,,,,2012;10(8):2847,,,
Art.13(1),Soy protein,Soy helps to control cholesterol. l. 25 g soy protein daily as part of a diet with few saturated fatty acids helps to maintain healthy cholesterol levels.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood cholesterol concentrations,2010;8(10):1812,,Non-authorised,556
Art.13(1),Soya Isoflavones,"Soya isoflavones act as/are phyto-estrogens. Contains phytoestrogens Added goodness of soya isoflavones, which act as phytoestrogens. Added goodness of soya phytoestrogens Contains soya isoflavones, which act as phytoestrogens","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood LDL-cholesterol concentrations,2011;9(7):2264,,Non-authorised,3093
Art.13(1),Soya Isoflavones,"Soya isoflavones act as/are phyto-estrogens. Contains phytoestrogens Added goodness of soya isoflavones, which act as phytoestrogens. Added goodness of soya phytoestrogens Contains soya isoflavones, which act as phytoestrogens","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, the evidence provided is insufficient to substantiate this claimed effect for this food.",Reduction of vasomotor symptoms associated with menopause,2011;9(7):2264,,Non-authorised,3093
,,,,,2012;10(8):2847,,,
Art.13(1),soyfoods (isoflavones),Soyfoods naturally contain antioxidants (isoflavones) which help the body to fight free radicals.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.","protection of DNA, proteins and lipids from oxidative damage",2011;9(7):2264,,Non-authorised,4245
